序号,统一档位,投递顺序,单位路线,地域大类,省份/区域,城市/地点,公司/单位,岗位方向,薪资/福利,投递入口/渠道,单位属性,原始档位,操作建议,备注
359,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,全国/多地,全国多地,储能与售电相关岗位,部分支持居家办公,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
360,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,全国/多地,各地,三峡集团（抽水蓄能/水电）,电气、新能源、土木,20-30万,校招官网,市场化/民企或待核验,A档·冲一冲,先核验是否已有正式校招/社招入口，再决定是否投递。,
361,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,全国/多地,多地点,春招（含储能/电池相关）,,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
362,N档·新设扩产待核验,6,新设扩产待核验,其他国内,京津冀,保定,BMS工程师,面议 / 算法/测试双方向,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
363,N档·新设扩产待核验,6,新设扩产待核验,其他国内,山东,山东,中石油济柴时代(山东),,母公司：中石油+宁德时代（合资） · 7700万·中石油+宁德时代,-,央企/央企子公司,新设/扩产·待核验,先核验是否已有正式校招/社招入口，再决定是否投递。,???? 储能技术服务
364,N档·新设扩产待核验,6,新设扩产待核验,海外,海外,USA,Uplight,Senior Software Engineer - VPP,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
365,N档·新设扩产待核验,6,新设扩产待核验,海外,海外,德国,1Komma5°,VPP Optimization Engineer,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
366,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,其他/待核验,13-20k,BMS大数据算法工程师,猎聘,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
367,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,其他/待核验,2026全球校招,储能安全与系统 / 电池安全与制造工艺,,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
368,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,其他/待核验,25-30k·15薪,算法工程师,猎聘,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
369,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,其他/待核验,3年及以上,薪资 3-5万·13薪,本科 / 北极星储能网,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
370,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,其他/待核验,大连,BMS算法工程师（电化学方向）,,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
371,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,其他/待核验,应届/实习,BMS策略与算法研发工程师,北京 / 15-20K/月,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
372,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,2026春招 | 多地点,吉利控股,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
373,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,2027届暑期实习生 | 北京/上海/广州,小鹏汽车,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
374,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,AI算法/研发工程师 | 北京,远景智能,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
375,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,BMS工程师 | 保定 | 3年以上经验,长城汽车,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
376,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,BMS策略与算法研发工程师（应届/实习） | 北京 | 15-20K/月,昇科能源,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
377,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,BMS算法工程师 | 东莞 | 经验不限,新能德科技(NVT),,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
378,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,BMS算法资深工程师 | 厦门 | 18-35k·18薪 | 硕士+4年以上,新能安,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
379,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,"Jacksonville, FL",EMS System Lead,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
380,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,ON.energy,EMS Deployment Engineer,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
381,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,中资环深圳子公司,,,,央企/央企子公司,新设/扩产·待核验,先核验是否已有正式校招/社招入口，再决定是否投递。,立即查工商+国聘+BOSS
382,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,云端BMS大数据(N9314) | 上海浦东新区 | 29-55K,小米,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
383,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,全部企业,9月：正式批全面开启,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
384,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,华为德国/奥地利研究所,Senior/Principal Engineer - EMS (BESS),,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
385,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,厦门大型新能源公司,EMS算法资深工程师,,,市场化/民企或待核验,V3/V4增量,先核验是否已有正式校招/社招入口，再决定是否投递。,
386,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,可直接对标储能EMS/电池BMS算法岗位,1. DP/ECMS算法项目,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
387,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,可胜任算法+工程开发,4. MATLAB+Python双栈,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
388,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,完整工程实践,3. 三工况(WLTC/NEDC/CLTC)对比+敏感性分析,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
389,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,小米、新能德科技,现在(6月)：部分企业提前批/春招补录,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
390,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,技术面有差异化优势,5. 燃料电池+储能双背景,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
391,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,未投递企业集中释放岗位,10月：补录黄金期,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
392,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,校招 | 上海/合肥,蔚来(NIO),,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
393,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,校招（整车研发/算法与软件） | 北京/上海,理想汽车,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
394,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,管培生 | 北京 | 15-00-20000元,北汽新能源,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
395,N档·新设扩产待核验,6,新设扩产待核验,全国/待核验,待补充,,证明算法实现能力,2. 501行numpy手写不依赖第三方优化库,,,市场化/民企或待核验,待分类,先核验是否已有正式校招/社招入口，再决定是否投递。,
396,A档·冲刺线,1,市场化私企,南方重点,广东,广东/多地,美的集团,EMS研究专家（储能算法控制）/能源调度、负荷预测、储能管理,面议,美的招聘官网/猎聘（待核验）,市场化/上市民企,本次补充,方向高度匹配，但可能偏社招/专家岗；优先核验是否有2027届、实习或校招通道。,本次新增；先核验岗位开放状态
